[2013-06-12 09:21:39,680] INFO  SND[RNMC    RNMC        000000020130606145400IS9960IB000001         N00000000000000NN1RNCOEXCARNCOEXCAAN                                                          EC00                                                                                S000000000000ISIB00000199600000000002020130606145400000020        C4218130500167619                    00300100218000000000000000000000000000000000000000000000000000000000000NSS                                                                                  ]
[2013-06-12 09:21:40,977] INFO  RCV[00   0000                                                                                        0000000                                                                    2000EC59ERROR RETORNO PROGRAMA CDQO009 RC = 21                                          S000000000000ISIB00000199600000000002020130606145400000020        C4218130500167619                    00300100218000000000000000000000000000000000000000000000000000000000000NSS                                                                                  0000000000000000000000000000000000000000000000000004547770308941418                                  00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ]
[2013-06-12 09:21:41,164] INFO  SND[RNMC    RNMC        000000020130606145400IS9960IB000001         N00000000000000NN1RNCOEXCARNCOEXCAAN                                                          EC00                                                                                S000000000000ISIB00000199600000000002020130606145400000020        C377752600000245                     00300100218000000000000000000000000000000000000000000000000000000000000NSS                                                                                  ]
[2013-06-12 09:21:41,992] INFO  RCV[00   0000                                                                                        0000000                                                                    2000EC59ERROR RETORNO PROGRAMA CDQO009 RC = 25                                          S000000000000ISIB00000199600000000002020130606145400000020        C377752600000245                     00300100218000000000000000000000000000000000000000000000000000000000000NSS                                                                                  0000000000000000000000000000000000000000000000000004213550004491980                                  00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ]
[2013-06-12 09:21:42,211] INFO  SND[RNMC    RNMC        000000020130606145400IS9960IB000001         N00000000000000NN1RNCOEXCARNCOEXCAAN                                                          EC00                                                                                S000000000000ISIB00000199600000000002020130606145400000020        C4218130500193441                    00300100218000000000000000000000000000000000000000000000000000000000000NSS                                                                                  ]
[2013-06-12 09:21:42,398] INFO  RCV[00   0000                                                                                        0000000                                                                    2000EC47TARJETA DE DEBITO NO EXISTE                                                     S000000000000ISIB00000199600000000002020130606145400000020        C4218130500193441                    00300100218000000000000000000000000000000000000000000000000000000000000NSS                                                                                  000000000000000000000000000000000000000000000000000                                                  00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ]
[2013-06-12 09:21:42,539] INFO  SND[RNMC    RNMC        000000020130606145400IS9960IB000001         N00000000000000NN1RNCOEXCARNCOEXCAAN                                                          EC00                                                                                S000000000000ISIB00000199600000000002020130606145400000020        C4390460500017237                    00300100218000000000000000000000000000000000000000000000000000000000000NSS                                                                                  ]
[2013-06-12 09:21:42,851] INFO  RCV[00   0000                                                                                        0000000                                                                    2000EC59ERROR RETORNO PROGRAMA CDQO009 RC = 26                                          S000000000000ISIB00000199600000000002020130606145400000020        C4390460500017237                    00300100218000000000000000000000000000000000000000000000000000000000000NSS                                                                                  0000000000000000000000000000000000000000000000000004213550300092763                                  00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ]
[2013-06-12 09:21:42,961] INFO  SND[RNMC    RNMC        000000020130606145400IS9960IB000001         N00000000000000NN1RNCOEXCARNCOEXCAAN                                                          EC00                                                                                S000000000000ISIB00000199600000000002020130606145400000020        C4218130500190637                    00300100218000000000000000000000000000000000000000000000000000000000000NSS                                                                                  ]
[2013-06-12 09:21:43,195] INFO  RCV[00   0000                                                                                        0000000                                                                    2000EC47TARJETA DE DEBITO NO EXISTE                                                     S000000000000ISIB00000199600000000002020130606145400000020        C4218130500190637                    00300100218000000000000000000000000000000000000000000000000000000000000NSS                                                                                  000000000000000000000000000000000000000000000000000                                                  00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ]
[2013-06-12 09:21:43,351] INFO  SND[RNMC    RNMC        000000020130606145400IS9960IB000001         N00000000000000NN1RNCOEXCARNCOEXCAAN                                                          EC00                                                                                S000000000000ISIB00000199600000000002020130606145400000020        C5444027995645005                    00300100218000000000000000000000000000000000000000000000000000000000000NSS                                                                                  ]
